musteri_id,yas,musteri_suresi_ay,aylik_ucret,toplam_ucret,sozlesme_tipi,internet_servisi,odeme_yontemi,bakmakla_yukumlu,churn
1736,67,15,117.5,1849.99,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1737,49,28,45.5,1330.48,2 Yillik,Fiber,Kredi Karti,Hayir,0
1738,24,39,92.47,3506.94,Aylik,DSL,Kredi Karti,Hayir,1
1739,18,49,99.58,4803.68,Aylik,Yok,Kredi Karti,Evet,1
1740,30,60,64.12,3804.9,1 Yillik,DSL,Elektronik Cek,Hayir,1
1741,44,17,41.12,619.39,Aylik,DSL,Otomatik Odeme,Evet,0
1742,64,22,38.9,858.01,Aylik,DSL,Elektronik Cek,Hayir,1
1743,46,68,105.65,7203.87,Aylik,DSL,Kredi Karti,Evet,0
1744,19,32,71.08,2203.05,1 Yillik,DSL,Elektronik Cek,Evet,0
1745,31,18,29.01,561.04,1 Yillik,Fiber,Havale,Hayir,1
1746,78,71,91.7,6540.76,Aylik,DSL,Havale,Hayir,0
1747,79,33,45.02,1458.25,2 Yillik,DSL,Otomatik Odeme,Evet,0
1748,41,71,107.64,7633.81,Aylik,DSL,Havale,Hayir,1
1749,67,67,50.96,3316.83,Aylik,Fiber,Elektronik Cek,Hayir,1
1750,62,66,40.03,2625.37,Aylik,DSL,Kredi Karti,Hayir,0
1751,75,42,28.49,1196.95,2 Yillik,Fiber,Havale,Hayir,1
1752,73,58,71.15,4135.14,Aylik,Fiber,Elektronik Cek,Evet,0
1753,56,70,65.07,4573.84,Aylik,Fiber,Elektronik Cek,Evet,0
1754,42,20,95.13,1914.81,Aylik,DSL,Otomatik Odeme,Hayir,0
1755,56,3,66.46,186.16,1 Yillik,Yok,Havale,Evet,1
1756,37,24,54.38,1319.43,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
1757,39,46,46.17,2173.92,Aylik,DSL,Otomatik Odeme,Hayir,0
1758,55,40,47.81,1907.63,2 Yillik,Fiber,Havale,Hayir,0
1759,53,6,112.78,692.56,Aylik,Fiber,Kredi Karti,Evet,1
1760,54,41,36.51,1487.6,Aylik,DSL,Havale,Hayir,0
1761,41,13,118.82,1512.32,1 Yillik,Fiber,Elektronik Cek,Hayir,1
1762,43,37,52.69,1975.67,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1763,18,42,28.84,1183.52,Aylik,DSL,Elektronik Cek,Evet,0
1764,55,46,44.87,2083.33,1 Yillik,Yok,Elektronik Cek,Evet,0
1765,53,30,25.84,776.61,Aylik,DSL,Kredi Karti,Hayir,0
1766,75,30,99.0,2954.8,1 Yillik,DSL,Elektronik Cek,Hayir,0
1767,49,49,71.26,3475.33,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1768,46,54,53.7,2874.39,2 Yillik,Fiber,Havale,Evet,1
1769,22,59,86.2,5003.51,Aylik,Yok,Otomatik Odeme,Hayir,0
1770,30,25,83.06,2095.64,1 Yillik,Yok,Kredi Karti,Evet,1
1771,38,31,113.99,3545.27,1 Yillik,Yok,Otomatik Odeme,Evet,0
1772,41,24,116.13,2829.6,Aylik,Fiber,Otomatik Odeme,Evet,0
1773,40,38,88.07,3320.09,Aylik,Fiber,Elektronik Cek,Hayir,1
1774,42,10,101.78,1112.57,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1775,65,31,99.24,3057.45,Aylik,DSL,Otomatik Odeme,Hayir,0
1776,26,14,69.13,924.06,1 Yillik,Yok,Havale,Hayir,0
1777,38,39,90.45,3477.87,Aylik,Fiber,Kredi Karti,Evet,0
1778,28,62,27.83,1638.76,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1779,37,71,95.8,6878.43,Aylik,Fiber,Kredi Karti,Evet,0
1780,60,33,116.18,3902.49,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1781,20,5,28.5,172.54,1 Yillik,DSL,Havale,Hayir,1
1782,39,17,103.61,1716.57,Aylik,Fiber,Otomatik Odeme,Evet,0
1783,19,8,113.3,996.96,1 Yillik,Fiber,Otomatik Odeme,Evet,1
1784,77,55,42.62,2326.51,1 Yillik,Yok,Havale,Evet,0
1785,63,71,72.48,5132.63,Aylik,DSL,Elektronik Cek,Evet,0
1786,33,40,112.79,4583.46,Aylik,DSL,Havale,Hayir,1
1787,30,13,116.02,1541.21,1 Yillik,Fiber,Havale,Evet,1
1788,24,2,32.79,175.64,1 Yillik,Yok,Otomatik Odeme,Hayir,0
1789,47,71,54.9,3910.34,Aylik,Yok,Havale,Hayir,0
1790,64,23,89.81,2045.78,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1791,54,9,42.16,348.85,Aylik,DSL,Elektronik Cek,Hayir,0
1792,72,13,52.48,589.89,Aylik,DSL,Otomatik Odeme,Hayir,1
1793,39,19,22.33,410.34,1 Yillik,Fiber,Elektronik Cek,Evet,0
1794,35,48,35.35,1754.03,Aylik,DSL,Otomatik Odeme,Evet,1
1795,47,65,76.23,4984.89,Aylik,Fiber,Havale,Hayir,0
1796,30,20,85.31,1707.22,Aylik,Yok,Havale,Hayir,0
1797,78,50,84.89,4194.75,Aylik,Fiber,Havale,Hayir,1
1798,29,5,97.84,500.54,Aylik,Fiber,Kredi Karti,Evet,1
1799,47,1,61.53,112.17,1 Yillik,DSL,Kredi Karti,Hayir,0
1800,50,4,47.35,210.94,Aylik,DSL,Havale,Hayir,0
1801,21,67,21.56,1452.86,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1802,47,42,40.66,1667.87,1 Yillik,Fiber,Otomatik Odeme,Evet,0
1803,46,58,51.24,3015.28,Aylik,DSL,Elektronik Cek,Evet,0
1804,34,2,37.82,0.0,Aylik,DSL,Havale,Hayir,1
1805,25,2,22.01,63.16,1 Yillik,DSL,Elektronik Cek,Hayir,1
1806,20,62,35.74,2344.4,Aylik,Fiber,Otomatik Odeme,Evet,0
1807,18,8,86.61,617.46,Aylik,Fiber,Kredi Karti,Evet,1
1808,47,12,82.96,983.45,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1809,23,38,113.57,4315.26,1 Yillik,Fiber,Otomatik Odeme,Hayir,1
1810,77,44,99.82,4368.95,1 Yillik,DSL,Otomatik Odeme,Hayir,1
1811,33,17,76.78,1357.08,Aylik,Fiber,Kredi Karti,Hayir,1
1812,58,33,33.76,1137.7,Aylik,DSL,Otomatik Odeme,Evet,1
1813,59,49,76.41,3751.71,Aylik,Yok,Elektronik Cek,Evet,1
1814,48,32,26.16,876.98,1 Yillik,DSL,Elektronik Cek,Hayir,0
1815,72,28,63.09,1767.36,Aylik,Fiber,Kredi Karti,Hayir,0
1816,24,6,59.03,513.17,Aylik,DSL,Havale,Evet,0
1817,32,33,62.78,2079.31,Aylik,Fiber,Havale,Hayir,0
1818,33,58,47.98,2792.6,1 Yillik,DSL,Otomatik Odeme,Evet,0
1819,26,46,88.58,3989.16,1 Yillik,Yok,Havale,Evet,0
1820,36,65,104.09,6738.68,Aylik,DSL,Kredi Karti,Hayir,1
1821,37,10,96.85,1025.87,Aylik,Yok,Otomatik Odeme,Evet,1
1822,65,1,82.78,16.01,Aylik,Fiber,Kredi Karti,Evet,1
1823,36,40,73.83,2845.32,Aylik,DSL,Otomatik Odeme,Hayir,0
1824,72,13,23.11,302.05,Aylik,DSL,Otomatik Odeme,Hayir,1
1825,65,43,92.29,4037.01,Aylik,Fiber,Havale,Hayir,1
1826,73,66,74.5,4919.12,1 Yillik,Yok,Elektronik Cek,Hayir,0
1827,24,25,47.07,1159.94,1 Yillik,Yok,Otomatik Odeme,Evet,0
1828,79,40,52.78,2018.28,2 Yillik,DSL,Elektronik Cek,Hayir,0
1829,56,50,113.56,5700.61,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1830,78,11,82.44,939.9,Aylik,DSL,Kredi Karti,Evet,1
1831,40,65,67.59,4304.26,Aylik,DSL,Elektronik Cek,Hayir,0
1832,77,15,82.09,1288.08,Aylik,Fiber,Elektronik Cek,Hayir,1
1833,54,59,61.37,3659.11,1 Yillik,DSL,Elektronik Cek,Hayir,0
1834,22,48,67.02,3273.58,Aylik,DSL,Otomatik Odeme,Hayir,0
1835,43,11,49.03,568.51,Aylik,Yok,Otomatik Odeme,Hayir,1
1836,26,53,63.99,3424.15,Aylik,Fiber,Elektronik Cek,Hayir,0
1837,76,15,88.56,1354.44,Aylik,Fiber,Havale,Evet,0
1838,36,44,23.99,1098.98,1 Yillik,DSL,Havale,Hayir,0
1839,31,70,99.5,6874.06,1 Yillik,Yok,Kredi Karti,Hayir,0
1840,52,69,48.3,3257.65,Aylik,Fiber,Elektronik Cek,Hayir,1
1841,44,63,88.26,5523.58,2 Yillik,Fiber,Havale,Hayir,1
1842,24,36,84.27,3027.23,Aylik,DSL,Otomatik Odeme,Evet,1
1843,68,41,85.26,3515.07,Aylik,Yok,Otomatik Odeme,Evet,0
1844,70,22,80.81,1794.05,Aylik,Fiber,Otomatik Odeme,Hayir,0
1845,64,67,115.91,7821.83,1 Yillik,Yok,Otomatik Odeme,Hayir,0
1846,56,35,70.83,2536.47,1 Yillik,Fiber,Havale,Evet,0
1847,42,56,93.23,5177.26,Aylik,Fiber,Havale,Hayir,1
1848,51,26,90.54,2365.97,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1849,50,54,43.63,2313.63,Aylik,Yok,Havale,Hayir,1
1850,28,17,48.33,812.2,Aylik,DSL,Havale,Evet,0
1851,23,53,62.4,3323.29,1 Yillik,DSL,Elektronik Cek,Hayir,0
1852,33,4,47.77,20.64,2 Yillik,Fiber,Havale,Hayir,1
1853,46,8,56.67,573.92,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1854,27,26,59.1,1564.92,2 Yillik,Fiber,Kredi Karti,Evet,0
1855,24,35,80.39,2783.86,Aylik,Fiber,Havale,Hayir,1
1856,70,52,41.99,2279.85,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1857,41,26,100.43,2593.81,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1858,54,2,63.75,134.13,Aylik,DSL,Elektronik Cek,Hayir,1
1859,50,24,90.62,2150.52,Aylik,Yok,Kredi Karti,Evet,0
1860,63,32,28.14,983.08,2 Yillik,DSL,Havale,Hayir,0
1861,63,40,67.0,2674.75,Aylik,Fiber,Otomatik Odeme,Evet,1
1862,36,47,22.82,1080.01,Aylik,Yok,Havale,Evet,0
1863,70,18,87.59,1636.81,2 Yillik,DSL,Havale,Hayir,0
1864,41,44,54.37,2421.54,2 Yillik,DSL,Kredi Karti,Evet,0
1865,69,46,114.93,5284.06,2 Yillik,DSL,Elektronik Cek,Hayir,0
1866,43,56,52.41,2990.48,2 Yillik,Fiber,Kredi Karti,Hayir,1
1867,24,38,76.38,3029.36,Aylik,Fiber,Havale,Hayir,0
1868,65,59,45.74,2714.53,2 Yillik,DSL,Elektronik Cek,Evet,0
1869,19,16,82.01,1318.0,Aylik,Yok,Otomatik Odeme,Hayir,1
1870,65,52,66.7,3476.93,1 Yillik,DSL,Kredi Karti,Hayir,0
1871,20,4,57.06,293.76,Aylik,Fiber,Havale,Hayir,0
1872,30,8,40.37,293.0,2 Yillik,Fiber,Kredi Karti,Evet,0
1873,55,63,31.15,1948.53,1 Yillik,DSL,Havale,Evet,0
1874,76,35,31.99,1042.78,2 Yillik,DSL,Otomatik Odeme,Hayir,0
1875,43,45,119.9,5336.31,Aylik,Yok,Havale,Evet,1
1876,25,44,61.23,2668.23,Aylik,Fiber,Havale,Hayir,1
1877,32,51,20.19,1026.89,Aylik,DSL,Havale,Evet,0
1878,73,18,115.29,2163.67,Aylik,Fiber,Otomatik Odeme,Evet,0
1879,63,13,22.0,312.8,1 Yillik,Fiber,Elektronik Cek,Hayir,1
1880,24,4,61.86,201.84,Aylik,DSL,Elektronik Cek,Hayir,1
1881,41,63,91.75,5743.85,1 Yillik,Fiber,Otomatik Odeme,Hayir,0
1882,34,17,111.46,1963.56,Aylik,Fiber,Elektronik Cek,Hayir,0
1883,29,42,91.29,3890.51,Aylik,DSL,Elektronik Cek,Hayir,1
1884,70,33,66.36,2191.29,1 Yillik,Yok,Elektronik Cek,Hayir,0
1885,56,12,117.44,1387.15,Aylik,DSL,Elektronik Cek,Evet,0
1886,29,30,23.93,774.15,Aylik,DSL,Kredi Karti,Hayir,0
1887,58,6,118.69,662.47,Aylik,DSL,Havale,Hayir,1
1888,43,13,104.94,1383.82,Aylik,Fiber,Otomatik Odeme,Hayir,1
1889,21,11,112.89,1355.42,1 Yillik,Fiber,Kredi Karti,Hayir,0
1890,45,60,45.48,2739.07,Aylik,Yok,Otomatik Odeme,Hayir,0
1891,29,41,34.25,1365.47,Aylik,DSL,Elektronik Cek,Hayir,1
1892,33,67,86.33,5804.63,1 Yillik,Fiber,Havale,Hayir,0
1893,72,32,71.59,2267.38,Aylik,Fiber,Kredi Karti,Hayir,1
1894,62,15,72.32,1015.09,1 Yillik,DSL,Otomatik Odeme,Hayir,1
1895,26,44,112.46,4983.29,Aylik,DSL,Kredi Karti,Hayir,1
1896,70,67,82.01,5550.56,2 Yillik,Yok,Elektronik Cek,Evet,0
1897,53,39,51.11,1977.74,Aylik,DSL,Kredi Karti,Hayir,0
1898,72,2,60.01,101.16,Aylik,Fiber,Otomatik Odeme,Evet,1
1899,64,22,33.35,685.62,2 Yillik,Fiber,Kredi Karti,Hayir,0
1900,39,67,39.23,2620.91,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1901,51,38,34.34,1276.8,1 Yillik,Yok,Elektronik Cek,Evet,0
1902,50,69,101.03,6920.52,2 Yillik,Yok,Kredi Karti,Evet,0
1903,62,37,90.49,3442.74,Aylik,Fiber,Elektronik Cek,Hayir,1
1904,33,1,73.03,96.35,2 Yillik,Fiber,Otomatik Odeme,Hayir,1
1905,38,63,57.44,3647.34,1 Yillik,Fiber,Kredi Karti,Hayir,0
1906,33,55,86.85,4820.92,Aylik,Fiber,Otomatik Odeme,Evet,0
1907,36,52,101.29,5305.63,Aylik,DSL,Otomatik Odeme,Hayir,0
1908,27,70,108.12,7547.74,Aylik,Fiber,Elektronik Cek,Hayir,1
1909,20,15,74.7,1134.13,2 Yillik,DSL,Havale,Hayir,0
1910,76,66,101.99,6717.89,Aylik,Fiber,Kredi Karti,Evet,1
1911,22,17,71.13,1231.13,Aylik,Fiber,Havale,Hayir,0
1912,73,70,67.45,4738.58,1 Yillik,DSL,Otomatik Odeme,Hayir,0
1913,18,14,106.54,1472.43,1 Yillik,Yok,Elektronik Cek,Hayir,0
1914,66,40,58.64,2279.14,Aylik,DSL,Elektronik Cek,Hayir,1
1915,38,57,59.59,3403.94,2 Yillik,DSL,Otomatik Odeme,Hayir,1
1916,50,6,50.49,292.73,Aylik,Fiber,Havale,Hayir,1
1917,35,5,71.87,264.83,2 Yillik,Fiber,Kredi Karti,Evet,1
1918,48,62,74.49,4643.76,Aylik,DSL,Otomatik Odeme,Evet,1
1919,45,5,86.05,478.52,Aylik,Fiber,Elektronik Cek,Hayir,0
1920,50,45,63.05,2963.67,1 Yillik,Fiber,Elektronik Cek,Evet,0
1921,42,68,41.78,2821.48,Aylik,DSL,Elektronik Cek,Hayir,0
1922,51,45,106.68,4773.66,Aylik,Yok,Otomatik Odeme,Hayir,0
1923,69,35,54.6,1855.53,Aylik,DSL,Otomatik Odeme,Hayir,0
1924,44,31,112.29,3491.42,1 Yillik,Fiber,Elektronik Cek,Evet,1
1925,40,46,40.74,1884.16,2 Yillik,DSL,Otomatik Odeme,Evet,0
1926,26,42,76.01,3151.86,2 Yillik,Fiber,Havale,Hayir,0
1927,40,37,73.66,2716.67,2 Yillik,Yok,Elektronik Cek,Hayir,0
1928,25,12,102.86,1135.39,2 Yillik,DSL,Otomatik Odeme,Evet,0
1929,29,48,33.89,1673.04,Aylik,DSL,Kredi Karti,Hayir,0
1930,77,54,110.99,5954.93,Aylik,DSL,Elektronik Cek,Evet,1
1931,23,52,73.14,3801.55,2 Yillik,DSL,Elektronik Cek,Evet,0
1932,47,6,78.61,400.33,2 Yillik,Yok,Elektronik Cek,Hayir,0
1933,69,51,71.02,3592.9,2 Yillik,Fiber,Otomatik Odeme,Hayir,0
1934,77,53,23.6,1236.82,1 Yillik,Fiber,Havale,Hayir,0
1935,27,14,69.71,975.38,Aylik,Yok,Kredi Karti,Hayir,1
1936,28,62,46.35,2897.69,2 Yillik,Yok,Kredi Karti,Hayir,1
1937,41,38,54.27,2134.21,2 Yillik,Yok,Otomatik Odeme,Evet,0
1938,52,35,84.91,3008.49,1 Yillik,DSL,Elektronik Cek,Hayir,0
1939,77,53,69.77,3745.92,2 Yillik,DSL,Elektronik Cek,Evet,0
1940,30,37,29.32,1157.15,1 Yillik,DSL,Havale,Hayir,0
1941,28,40,27.3,1120.49,2 Yillik,DSL,Havale,Hayir,0
1942,33,23,38.57,885.27,Aylik,Fiber,Otomatik Odeme,Hayir,1
1943,72,67,39.09,2669.49,2 Yillik,DSL,Elektronik Cek,Evet,0
1944,19,70,80.83,5711.75,Aylik,Fiber,Otomatik Odeme,Hayir,1
1945,41,10,37.78,410.23,Aylik,Fiber,Otomatik Odeme,Hayir,1
1946,25,53,108.17,5660.28,Aylik,DSL,Otomatik Odeme,Hayir,1
1947,27,2,40.98,39.89,Aylik,DSL,Elektronik Cek,Hayir,1
1948,74,27,29.11,772.23,Aylik,Fiber,Kredi Karti,Hayir,1
1949,18,70,107.57,7568.88,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1950,37,13,49.53,642.82,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1951,74,28,62.54,1807.96,2 Yillik,Fiber,Elektronik Cek,Hayir,0
1952,55,16,115.9,1920.16,Aylik,DSL,Kredi Karti,Hayir,1
1953,22,53,114.44,6125.28,Aylik,DSL,Otomatik Odeme,Hayir,0
1954,46,34,91.49,3170.94,1 Yillik,DSL,Otomatik Odeme,Hayir,1
1955,78,43,26.89,1104.42,1 Yillik,DSL,Havale,Hayir,0
1956,42,68,79.33,5418.57,Aylik,Fiber,Havale,Hayir,0
1957,50,38,118.91,4488.2,2 Yillik,Yok,Kredi Karti,Hayir,0
1958,50,53,114.69,5996.12,2 Yillik,DSL,Otomatik Odeme,Hayir,1
1959,58,8,30.6,230.43,1 Yillik,DSL,Kredi Karti,Hayir,1
1960,29,16,59.6,1019.84,2 Yillik,Fiber,Havale,Hayir,0
1961,70,69,51.55,3579.99,1 Yillik,Fiber,Havale,Hayir,1
1962,79,62,32.97,2145.03,1 Yillik,DSL,Havale,Hayir,1
1963,26,48,89.48,4303.9,Aylik,DSL,Elektronik Cek,Evet,0
1964,68,28,47.38,1449.03,Aylik,Yok,Otomatik Odeme,Evet,0
1965,68,15,54.49,826.23,Aylik,DSL,Otomatik Odeme,Evet,1
1966,63,62,29.04,1801.6,1 Yillik,Fiber,Elektronik Cek,Hayir,0
1967,40,57,69.8,3914.63,1 Yillik,Fiber,Kredi Karti,Hayir,0
1968,47,18,35.82,700.29,Aylik,DSL,Otomatik Odeme,Hayir,0
1969,70,43,63.21,2692.92,1 Yillik,Fiber,Havale,Evet,1
1970,27,45,34.33,1512.5,Aylik,DSL,Otomatik Odeme,Hayir,0
1971,69,35,115.38,4102.36,Aylik,DSL,Havale,Hayir,0
1972,75,67,34.5,2369.41,2 Yillik,DSL,Elektronik Cek,Hayir,0
1973,60,9,72.19,706.31,Aylik,Yok,Havale,Evet,0
1974,39,19,39.7,736.19,Aylik,DSL,Havale,Evet,0
1975,52,7,27.64,190.93,Aylik,DSL,Kredi Karti,Evet,1
1976,21,50,40.23,2008.51,Aylik,Yok,Elektronik Cek,Hayir,0
1977,75,47,25.48,1236.69,1 Yillik,DSL,Havale,Hayir,0
1978,39,72,33.94,2521.36,2 Yillik,Yok,Otomatik Odeme,Evet,0
1979,21,40,69.35,2792.41,1 Yillik,Fiber,Havale,Hayir,0
1980,67,11,85.18,1035.72,1 Yillik,Fiber,Otomatik Odeme,Evet,1
1981,58,33,28.73,992.95,Aylik,Fiber,Havale,Hayir,0
1982,56,7,64.1,436.96,1 Yillik,Fiber,Havale,Evet,0
1983,21,49,78.12,3869.32,Aylik,DSL,Kredi Karti,Evet,1
1984,64,49,43.42,2212.88,Aylik,Yok,Elektronik Cek,Evet,0
1985,57,62,57.21,3646.93,2 Yillik,Yok,Kredi Karti,Hayir,0
1986,67,25,27.18,738.84,Aylik,Yok,Havale,Hayir,1
1987,69,23,42.01,967.51,Aylik,Fiber,Otomatik Odeme,Hayir,0
1988,31,6,66.68,389.25,Aylik,Fiber,Elektronik Cek,Evet,1
1989,31,30,119.04,3600.0,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1990,75,35,119.63,4270.75,Aylik,DSL,Otomatik Odeme,Hayir,1
1991,50,55,117.96,6509.49,Aylik,Fiber,Otomatik Odeme,Hayir,0
1992,45,55,62.31,3449.78,2 Yillik,Fiber,Otomatik Odeme,Evet,0
1993,35,11,28.07,311.34,Aylik,Fiber,Elektronik Cek,Hayir,1
1994,57,21,52.36,1083.17,2 Yillik,DSL,Havale,Hayir,0
1995,64,37,43.77,1611.38,Aylik,Fiber,Kredi Karti,Hayir,0
1996,18,25,21.41,542.02,1 Yillik,Fiber,Havale,Hayir,0
1997,52,2,29.52,144.94,2 Yillik,Fiber,Elektronik Cek,Hayir,1
1998,79,61,65.32,3972.53,Aylik,Yok,Havale,Hayir,0
1999,35,53,53.97,2863.04,1 Yillik,Fiber,Elektronik Cek,Evet,0
2000,35,38,38.04,1402.25,Aylik,DSL,Kredi Karti,Evet,1
